03-12,페이레터(주),타행IB,"51,865,982",0,"52,589,310",(국민),페이레터㈜,
03-16,SKB6523972213,통신,0,"51,700","52,537,610",태릉역,SK브로드밴드(주),
03-16,KR-GOOGLE,타행IB,"134,532,495",0,"187,070,105",(씨티),해외앱마켓,
03-16,(주)플랙스뉴럴,BZ뱅크,0,"40,000,500","147,069,605",태릉역,계좌간이체,
03-16,tosspaymen,타행PC,"193,492,506",0,"340,562,111",(우리),토스페이먼츠 주식회사,
03-16,현대카드,FB이체,0,"19,145,205","321,416,906",FI영2,카드통합(현대카드),
03-16,롯데카드(주),FB카드,0,"191,350","321,225,556",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"1,350","321,224,206",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"235,561","320,988,645",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"621,003","320,367,642",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"143,899","320,223,743",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"455,837","319,767,906",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"208,000","319,559,906",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"444,800","319,115,106",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"416,268","318,698,838",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"122,600","318,576,238",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"99,600","318,476,638",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"225,940","318,250,698",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"450,296","317,800,402",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"1,825,447","315,974,955",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"483,776","315,491,179",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"399,096","315,092,083",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"500,396","314,591,687",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"329,996","314,261,691",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"1,989,569","312,272,122",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"217,285","312,054,837",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"216,090","311,838,747",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"493,496","311,345,251",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"188,750","311,156,501",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"148,518","311,007,983",FI영1,카드통합(롯데카드),
03-16,롯데카드(주),FB카드,0,"89,050","310,918,933",FI영1,카드통합(롯데카드),
03-16,BMW,CMS지,0,"2,647,354","308,271,579",자금부,비엠더블유파이낸셜서비스코리아(주),
03-17,(주)플랙스뉴럴,BZ뱅크,0,"50,000,500","258,271,079",태릉역,계좌간이체,
03-19,페이레터(주),타행IB,"52,909,317",0,"311,180,396",(국민),페이레터㈜,
03-20,(주)플랙스뉴럴,BZ뱅크,0,"40,000,500","271,179,896",태릉역,계좌간이체,
03-20,현대카드,FB이체,0,"4,854,040","266,325,856",FI영2,카드통합(현대카드),
03-20,현대카드,FB이체,"102,700",0,"266,428,556",FI영2,카드통합(현대카드),
03-20,(주)플랙스뉴럴,BZ뱅크,0,"260,000,500","6,428,056",태릉역,계좌간이체,
03-20,특허공제09회,FB자동,0,"300,000","6,128,056",서면금,지식재산공제,
03-20,현대캐피탈(주),FB자동,0,"890,230","5,237,826",FI영2,현대캐피탈,
03-23,tosspaymen,타행PC,"209,304,190",0,"214,542,016",(우리),토스페이먼츠 주식회사,
03-23,롯데카드(주),FB이체,0,"4,541,457","210,000,559",FI영1,카드통합(롯데카드),
03-25,신한카드법인,카드결,0,"1,036,153","208,964,406",원신한,카드통합(신한카드),
03-25,수협카드대금1,FB카드,0,"958,125","208,006,281",FI영2,카드통합(비씨카드),
03-25,기장수수료,FB자동,0,"2,750,000","205,256,281",충정로,크리에이티브 파트너스,
03-25,아우디파이낸셜,CMS지,0,"1,298,179","203,958,102",자금부,폭스바겐파이낸셜서비스코리아주식회사,
03-26,페이레터(주),타행IB,"39,634,239",0,"243,592,341",(국민),페이레터㈜,
03-27,현대카드,FB이체,0,"8,019,209","235,573,132",FI영2,카드통합(현대카드),
03-30,tosspaymen,타행PC,"200,016,952",0,"435,590,084",(우리),토스페이먼츠 주식회사,
03-30,이지프린터,CMS지,0,"53,900","435,536,184",자금부,이지프린터,
합   계(입금 15 건 / 출금 54 건),,,"1,730,998,015","1,738,936,816",,,,
